ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
9244,9244,0,0
9245,9245,0,0
9246,9246,0,0
9247,9247,0,0
9248,9248,0,0
9249,9249,0,0
9250,9250,0,0
9251,9251,0,0
9252,9252,0,0
9253,9253,0,0
9254,9254,0,0
9255,9255,0,0
9256,9256,0,0
9257,9257,0,0
9260,9260,0,0
9261,9261,0,0
9262,9262,0,0
9263,9263,0,0
9264,9264,0,0
9265,9265,0,0
9266,9266,0,0
9267,9267,0,0
9268,9268,0,0
9269,9269,0,0
9270,9270,0,0
9271,9271,0,0
9272,9272,0,0
9273,9273,0,0
9274,9274,0,0
9275,9275,0,0
9276,9276,0,0
9277,9277,0,0
9278,9278,0,0
9279,9279,0,0
9280,9280,0,0
9281,9281,0,0
9282,9282,0,0
9283,9283,0,0
9284,9284,0,0
9285,9285,0,0
9286,9286,0,0
9287,9287,0,0
9288,9288,0,0
9289,9289,0,0
9290,9290,0,0
9291,9291,0,0
9292,9292,0,0
9293,9293,0,0
9294,9294,0,0
9295,9295,0,0
9296,9296,0,0
9297,9297,0,0
9298,9298,0,0
9299,9299,0,0
9300,9300,0,0
9301,9301,0,0
9302,9302,0,0
9303,9303,0,0
9304,9304,0,0
9305,9305,0,0
9306,9306,0,0
9307,9307,0,0
9308,9308,0,0
9309,9309,0,0
9310,9310,0,0
9311,9311,0,0
9312,9312,0,0
9313,9313,0,0
9314,9314,0,0
9316,9316,0,0
9317,9317,0,0
9318,9318,0,0
9319,9319,0,0
9320,9320,0,0
9321,9321,0,0
9322,9322,0,0
9323,9323,0,0
9324,9324,0,0
9325,9325,0,0
9326,9326,0,0
9327,9327,0,0
9328,9328,0,0
9329,9329,0,0
9330,9330,0,0
9332,9332,0,0
9333,9333,0,0
9334,9334,0,0
9335,9335,0,0
9338,9338,0,0
9339,9339,0,0
9340,9340,0,0
9341,9341,0,0
9342,9342,0,0
9343,9343,0,0
9345,9345,0,0
9346,9346,0,0
9347,9347,0,0
9348,9348,0,0
9349,9349,0,0
9350,9350,0,0
9351,9351,0,0
9352,9352,0,0
9354,9354,0,0
9355,9355,0,0
9356,9356,0,0
9357,9357,0,0
9358,9358,0,0
9359,9359,0,0
9360,9360,0,0
9361,9361,0,0
9362,9362,0,0
9363,9363,0,0
9364,9364,0,0
9365,9365,0,0
9366,9366,0,0
9367,9367,0,0
9369,9369,0,0
9370,9370,0,0
9371,9371,0,0
9372,9372,0,0
9373,9373,0,0
9374,9374,0,0
9375,9375,0,0
9376,9376,0,0
9377,9377,0,0
9378,9378,0,0
9379,9379,0,0
9380,9380,0,0
9381,9381,0,0
9382,9382,0,0
9383,9383,0,0
9384,9384,0,0
9385,9385,0,0
9386,9386,0,0
9387,9387,0,0
9388,9388,0,0
9389,9389,0,0
9390,9390,0,0
9391,9391,0,0
9392,9392,0,0
9393,9393,0,0
9394,9394,0,0
9395,9395,0,0
9396,9396,0,0
9397,9397,0,0
9398,9398,0,0
9399,9399,0,0
9400,9400,0,0
9401,9401,0,0
9402,9402,0,0
9403,9403,0,0
9404,9404,0,0
9405,9405,0,0
9406,9406,0,0
9407,9407,0,0
9408,9408,0,0
9409,9409,0,0
9410,9410,0,0
9411,9411,0,0
9412,9412,0,0
9413,9413,0,0
9414,9414,0,0
9415,9415,0,0
9416,9416,0,0
9417,9417,0,0
9418,9418,0,0
9419,9419,0,0
9420,9420,0,0
9421,9421,0,0
9422,9422,0,0
9423,9423,0,0
9424,9424,0,0
9425,9425,0,0
9426,9426,0,0
9428,9428,0,0
9430,9430,0,0
9431,9431,0,0
9433,9433,0,0
9434,9434,0,0
9435,9435,0,0
9436,9436,0,0
9437,9437,0,0
9438,9438,0,0
9440,9440,0,0
9441,9441,0,0
9442,9442,0,0
9443,9443,0,0
9444,9444,0,0
9445,9445,0,0
9446,9446,0,0
9447,9447,0,0
9448,9448,0,0
9449,9449,0,0
9450,9450,0,0
9451,9451,0,0
9452,9452,0,0
9453,9453,0,0
9454,9454,0,0
9455,9455,0,0
9456,9456,0,0
9457,9457,0,0
9458,9458,0,0
9459,9459,0,0
9460,9460,0,0
9461,9461,0,0
9462,9462,0,0
9463,9463,0,0
9464,9464,0,0
9465,9465,0,0
9466,9466,0,0
9467,9467,0,0
9469,9469,0,0
9470,9470,0,0
9471,9471,0,0
9472,9472,0,0
9473,9473,0,0
9474,9474,0,0
9475,9475,0,0
9476,9476,0,0
9477,9477,0,0
9478,9478,0,0
9479,9479,0,0
9480,9480,0,0
9481,9481,0,0
9482,9482,0,0
9483,9483,0,0
9484,9484,0,0
9485,9485,0,0
9486,9486,0,0
9487,9487,0,0
9488,9488,0,0
9489,9489,0,0
9490,9490,0,0
9491,9491,0,0
9492,9492,0,0
9493,9493,0,0
9494,9494,0,0
9495,9495,0,0
9496,9496,0,0
9497,9497,0,0
9498,9498,0,0
9499,9499,0,0
9500,9500,0,0
9501,9501,0,0
9502,9502,0,0
9503,9503,0,0
9504,9504,0,0
9505,9505,0,0
9507,9507,0,0
9508,9508,0,0
9509,9509,0,0
9510,9510,0,0
9511,9511,0,0
9512,9512,0,0
9513,9513,0,0
9514,9514,0,0
9515,9515,0,0
9516,9516,0,0
9517,9517,0,0
9518,9518,0,0
9519,9519,0,0
9520,9520,0,0
9521,9521,0,0
9522,9522,0,0
9523,9523,0,0
9524,9524,0,0
9525,9525,0,0
9526,9526,0,0
9527,9527,0,0
9528,9528,0,0
9529,9529,0,0
9530,9530,0,0
9531,9531,0,0
9532,9532,0,0
9533,9533,0,0
9534,9534,0,0
9535,9535,0,0
9536,9536,0,0
9537,9537,0,0
9538,9538,0,0
9539,9539,0,0
9541,9541,0,0
9542,9542,0,0
9543,9543,0,0
9544,9544,0,0
9545,9545,0,0
9546,9546,0,0
9547,9547,0,0
9548,9548,0,0
9550,9550,0,0
9551,9551,0,0
9552,9552,0,0
9553,9553,0,0
9554,9554,0,0
9555,9555,0,0
9556,9556,0,0
9557,9557,0,0
9558,9558,0,0
9559,9559,0,0
9560,9560,0,0
9561,9561,0,0
9562,9562,0,0
9563,9563,0,0
9564,9564,0,0
9565,9565,0,0
9566,9566,0,0
9567,9567,0,0
9568,9568,0,0
9569,9569,0,0
9570,9570,0,0
9571,9571,0,0
9572,9572,0,0
9573,9573,0,0
9574,9574,0,0
9575,9575,0,0
9576,9576,0,0
9577,9577,0,0
9578,9578,0,0
9579,9579,0,0
9580,9580,0,0
9581,9581,0,0
9582,9582,0,0
9583,9583,0,0
9584,9584,0,0
9585,9585,0,0
9586,9586,0,0
9587,9587,0,0
9588,9588,0,0
9591,9591,0,0
9592,9592,0,0
9593,9593,0,0
9594,9594,0,0
9595,9595,0,0
9596,9596,0,0
